Release_Date,Title,Popularity,Vote_Count,Vote_Average,Genre,Year
1970-01-01 00:00:00.000002016,Chapo: El Escape Del Siglo,27.406,24,not_popular,Action,1970
1970-01-01 00:00:00.000002016,Chapo: El Escape Del Siglo,27.406,24,not_popular,Adventure,1970
1970-01-01 00:00:00.000002016,Chapo: El Escape Del Siglo,27.406,24,not_popular,Crime,1970
1970-01-01 00:00:00.000002002,Ju-on: The Grudge,27.403,554,average,Horror,1970
1970-01-01 00:00:00.000002014,The Legend of Hercules,27.4,1116,not_popular,Action,1970
1970-01-01 00:00:00.000002014,The Legend of Hercules,27.4,1116,not_popular,Adventure,1970
1970-01-01 00:00:00.000002014,Northmen: A Viking Saga,27.397,283,not_popular,Adventure,1970
1970-01-01 00:00:00.000002014,Northmen: A Viking Saga,27.397,283,not_popular,Action,1970
1970-01-01 00:00:00.000002014,Northmen: A Viking Saga,27.397,283,not_popular,Drama,1970
1970-01-01 00:00:00.000001997,Liar Liar,27.397,4447,average,Comedy,1970
1970-01-01 00:00:00.000002001,My Sassy Girl,27.391,420,popular,Drama,1970
1970-01-01 00:00:00.000002001,My Sassy Girl,27.391,420,popular,Comedy,1970
1970-01-01 00:00:00.000002001,My Sassy Girl,27.391,420,popular,Romance,1970
1970-01-01 00:00:00.000002017,Death Note,27.384,3424,not_popular,Crime,1970
1970-01-01 00:00:00.000002017,Death Note,27.384,3424,not_popular,Drama,1970
1970-01-01 00:00:00.000002017,Death Note,27.384,3424,not_popular,Fantasy,1970
1970-01-01 00:00:00.000002017,Death Note,27.384,3424,not_popular,Horror,1970
1970-01-01 00:00:00.000002017,Death Note,27.384,3424,not_popular,Thriller,1970
1970-01-01 00:00:00.000002017,Alanis,27.375,33,below_avg,Drama,1970
1970-01-01 00:00:00.000001996,Trainspotting,27.374,8027,popular,Drama,1970
1970-01-01 00:00:00.000001996,Trainspotting,27.374,8027,popular,Crime,1970
1970-01-01 00:00:00.000002009,Arthur and the Revenge of Maltazard,27.37,1424,not_popular,Adventure,1970
1970-01-01 00:00:00.000002009,Arthur and the Revenge of Maltazard,27.37,1424,not_popular,Fantasy,1970
1970-01-01 00:00:00.000002009,Arthur and the Revenge of Maltazard,27.37,1424,not_popular,Animation,1970
1970-01-01 00:00:00.000002009,Arthur and the Revenge of Maltazard,27.37,1424,not_popular,Family,1970
1970-01-01 00:00:00.000002005,Four Brothers,27.369,1627,average,Action,1970
1970-01-01 00:00:00.000002005,Four Brothers,27.369,1627,average,Crime,1970
1970-01-01 00:00:00.000002014,The Pirates,27.368,144,average,Action,1970
1970-01-01 00:00:00.000002014,The Pirates,27.368,144,average,History,1970
1970-01-01 00:00:00.000002014,The Pirates,27.368,144,average,Adventure,1970
1970-01-01 00:00:00.000002014,The Pirates,27.368,144,average,Drama,1970
1970-01-01 00:00:00.000002014,The Pirates,27.368,144,average,Fantasy,1970
1970-01-01 00:00:00.000002000,Leprechaun in the Hood,27.349,145,not_popular,Horror,1970
1970-01-01 00:00:00.000002000,Leprechaun in the Hood,27.349,145,not_popular,Comedy,1970
1970-01-01 00:00:00.000002010,Legend of the BoneKnapper Dragon,27.336,172,average,Animation,1970
1970-01-01 00:00:00.000002010,Legend of the BoneKnapper Dragon,27.336,172,average,Fantasy,1970
1970-01-01 00:00:00.000002010,Legend of the BoneKnapper Dragon,27.336,172,average,Family,1970
1970-01-01 00:00:00.000002010,Legend of the BoneKnapper Dragon,27.336,172,average,Adventure,1970
1970-01-01 00:00:00.000002010,Legend of the BoneKnapper Dragon,27.336,172,average,Comedy,1970
1970-01-01 00:00:00.000002010,Legend of the BoneKnapper Dragon,27.336,172,average,TV Movie,1970
1970-01-01 00:00:00.000001991,Robin Hood: Prince of Thieves,27.332,2560,average,Action,1970
1970-01-01 00:00:00.000001991,Robin Hood: Prince of Thieves,27.332,2560,average,Adventure,1970
1970-01-01 00:00:00.000001991,Robin Hood: Prince of Thieves,27.332,2560,average,Drama,1970
1970-01-01 00:00:00.000001991,Robin Hood: Prince of Thieves,27.332,2560,average,Romance,1970
1970-01-01 00:00:00.000002020,Enola Holmes,27.331,4279,popular,Mystery,1970
1970-01-01 00:00:00.000002020,Enola Holmes,27.331,4279,popular,Crime,1970
1970-01-01 00:00:00.000002020,Enola Holmes,27.331,4279,popular,Adventure,1970
1970-01-01 00:00:00.000002011,50/50,27.33,3104,average,Comedy,1970
1970-01-01 00:00:00.000002011,50/50,27.33,3104,average,Drama,1970
1970-01-01 00:00:00.000002018,Traffik,27.326,383,below_avg,Horror,1970
1970-01-01 00:00:00.000002018,Traffik,27.326,383,below_avg,Thriller,1970
1970-01-01 00:00:00.000002016,The Finest Hours,27.325,1326,below_avg,Action,1970
1970-01-01 00:00:00.000002016,The Finest Hours,27.325,1326,below_avg,Drama,1970
1970-01-01 00:00:00.000002016,The Finest Hours,27.325,1326,below_avg,History,1970
1970-01-01 00:00:00.000002016,The Finest Hours,27.325,1326,below_avg,Thriller,1970
1970-01-01 00:00:00.000002021,The Witcher: Nightmare of the Wolf,27.313,577,popular,Animation,1970
1970-01-01 00:00:00.000002021,The Witcher: Nightmare of the Wolf,27.313,577,popular,Action,1970
1970-01-01 00:00:00.000002021,The Witcher: Nightmare of the Wolf,27.313,577,popular,Fantasy,1970
1970-01-01 00:00:00.000002011,Jackass 3.5,27.313,432,below_avg,Comedy,1970
1970-01-01 00:00:00.000002011,Jackass 3.5,27.313,432,below_avg,Documentary,1970
1970-01-01 00:00:00.000002011,Jackass 3.5,27.313,432,below_avg,Action,1970
1970-01-01 00:00:00.000002013,The Grandmaster,27.31,651,below_avg,Action,1970
1970-01-01 00:00:00.000002013,The Grandmaster,27.31,651,below_avg,Drama,1970
1970-01-01 00:00:00.000002013,The Grandmaster,27.31,651,below_avg,History,1970
1970-01-01 00:00:00.000002017,The Curse of Buckout Road,27.307,39,average,Horror,1970
1970-01-01 00:00:00.000002019,Diego Maradona,27.299,315,popular,Documentary,1970
1970-01-01 00:00:00.000002018,Status Update,27.295,400,popular,Comedy,1970
1970-01-01 00:00:00.000002018,Status Update,27.295,400,popular,Fantasy,1970
1970-01-01 00:00:00.000002018,Status Update,27.295,400,popular,Science Fiction,1970
1970-01-01 00:00:00.000002020,Fantasy Island,27.294,1792,below_avg,Horror,1970
1970-01-01 00:00:00.000002020,Fantasy Island,27.294,1792,below_avg,Fantasy,1970
1970-01-01 00:00:00.000002020,Fantasy Island,27.294,1792,below_avg,Adventure,1970
1970-01-01 00:00:00.000002020,Fantasy Island,27.294,1792,below_avg,Mystery,1970
1970-01-01 00:00:00.000002021,Bankrolled,27.293,23,below_avg,Comedy,1970
1970-01-01 00:00:00.000002015,Psycho-Pass: The Movie,27.283,160,average,Animation,1970
1970-01-01 00:00:00.000002015,Psycho-Pass: The Movie,27.283,160,average,Science Fiction,1970
1970-01-01 00:00:00.000002015,Psycho-Pass: The Movie,27.283,160,average,Action,1970
1970-01-01 00:00:00.000002020,Alien Outbreak,27.28,21,not_popular,Science Fiction,1970
1970-01-01 00:00:00.000002020,Alien Outbreak,27.28,21,not_popular,Horror,1970
1970-01-01 00:00:00.000002011,The Girl with the Dragon Tattoo,27.279,5693,popular,Thriller,1970
1970-01-01 00:00:00.000002011,The Girl with the Dragon Tattoo,27.279,5693,popular,Crime,1970
1970-01-01 00:00:00.000002011,The Girl with the Dragon Tattoo,27.279,5693,popular,Mystery,1970
1970-01-01 00:00:00.000001990,Teenage Mutant Ninja Turtles,27.259,1317,average,Science Fiction,1970
1970-01-01 00:00:00.000001990,Teenage Mutant Ninja Turtles,27.259,1317,average,Action,1970
1970-01-01 00:00:00.000001990,Teenage Mutant Ninja Turtles,27.259,1317,average,Adventure,1970
1970-01-01 00:00:00.000001990,Teenage Mutant Ninja Turtles,27.259,1317,average,Comedy,1970
1970-01-01 00:00:00.000001990,Teenage Mutant Ninja Turtles,27.259,1317,average,Family,1970
1970-01-01 00:00:00.000002015,Robot Overlords,27.256,205,not_popular,Science Fiction,1970
1970-01-01 00:00:00.000002015,Robot Overlords,27.256,205,not_popular,Adventure,1970
1970-01-01 00:00:00.000002015,Robot Overlords,27.256,205,not_popular,Action,1970
1970-01-01 00:00:00.000002015,The Danish Girl,27.253,5118,popular,Drama,1970
1970-01-01 00:00:00.000001996,The Craft,27.252,1384,average,Horror,1970
1970-01-01 00:00:00.000001996,The Craft,27.252,1384,average,Drama,1970
1970-01-01 00:00:00.000001996,The Craft,27.252,1384,average,Fantasy,1970
1970-01-01 00:00:00.000002014,The Maid,27.228,15,not_popular,Romance,1970
1970-01-01 00:00:00.000002014,The Maid,27.228,15,not_popular,Drama,1970
1970-01-01 00:00:00.000002011,Dragons: Gift of the Night Fury,27.225,274,average,Animation,1970
1970-01-01 00:00:00.000002011,Dragons: Gift of the Night Fury,27.225,274,average,Comedy,1970
1970-01-01 00:00:00.000002011,Dragons: Gift of the Night Fury,27.225,274,average,Adventure,1970
1970-01-01 00:00:00.000002011,Dragons: Gift of the Night Fury,27.225,274,average,Family,1970
1970-01-01 00:00:00.000002012,Starship Troopers: Invasion,27.222,295,not_popular,Animation,1970
1970-01-01 00:00:00.000002012,Starship Troopers: Invasion,27.222,295,not_popular,Action,1970
1970-01-01 00:00:00.000002012,Starship Troopers: Invasion,27.222,295,not_popular,Science Fiction,1970
1970-01-01 00:00:00.000002009,Spread,27.204,693,not_popular,Comedy,1970
1970-01-01 00:00:00.000002009,Spread,27.204,693,not_popular,Romance,1970
1970-01-01 00:00:00.000002019,Hustlers,27.202,2466,below_avg,Drama,1970
1970-01-01 00:00:00.000002019,Hustlers,27.202,2466,below_avg,Comedy,1970
1970-01-01 00:00:00.000002019,Hustlers,27.202,2466,below_avg,Crime,1970
1970-01-01 00:00:00.000001977,Exorcist II: The Heretic,27.197,488,not_popular,Horror,1970
1970-01-01 00:00:00.000001977,Exorcist II: The Heretic,27.197,488,not_popular,Thriller,1970
1970-01-01 00:00:00.000001977,Exorcist II: The Heretic,27.197,488,not_popular,Fantasy,1970
1970-01-01 00:00:00.000001977,Exorcist II: The Heretic,27.197,488,not_popular,Drama,1970
1970-01-01 00:00:00.000002015,Possessed,27.186,17,below_avg,Animation,1970
1970-01-01 00:00:00.000002015,Possessed,27.186,17,below_avg,Comedy,1970
1970-01-01 00:00:00.000002015,Possessed,27.186,17,below_avg,Horror,1970
1970-01-01 00:00:00.000002019,47 Hours to Live,27.174,43,below_avg,Thriller,1970
1970-01-01 00:00:00.000002019,47 Hours to Live,27.174,43,below_avg,Horror,1970
1970-01-01 00:00:00.000002021,Single Mother by Choice,27.165,25,popular,Comedy,1970
1970-01-01 00:00:00.000002021,Single Mother by Choice,27.165,25,popular,Drama,1970
1970-01-01 00:00:00.000002004,DodgeBall: A True Underdog Story,27.165,2762,below_avg,Comedy,1970
1970-01-01 00:00:00.000002009,Halloween II,27.162,1044,not_popular,Horror,1970
1970-01-01 00:00:00.000002021,A Christmas Together With You,27.158,10,not_popular,TV Movie,1970
1970-01-01 00:00:00.000002021,A Christmas Together With You,27.158,10,not_popular,Romance,1970
1970-01-01 00:00:00.000002021,A Christmas Together With You,27.158,10,not_popular,Drama,1970
1970-01-01 00:00:00.000002011,The Prey,27.156,142,below_avg,Action,1970
1970-01-01 00:00:00.000002011,The Prey,27.156,142,below_avg,Crime,1970
1970-01-01 00:00:00.000002011,The Prey,27.156,142,below_avg,Thriller,1970
1970-01-01 00:00:00.000001994,The Little Rascals,27.156,939,average,Romance,1970
1970-01-01 00:00:00.000001994,The Little Rascals,27.156,939,average,Comedy,1970
1970-01-01 00:00:00.000001994,The Little Rascals,27.156,939,average,Family,1970
1970-01-01 00:00:00.000002019,The Dead Don't Die,27.153,1830,not_popular,Comedy,1970
1970-01-01 00:00:00.000002019,The Dead Don't Die,27.153,1830,not_popular,Horror,1970
1970-01-01 00:00:00.000002019,The Dead Don't Die,27.153,1830,not_popular,Fantasy,1970
1970-01-01 00:00:00.000002018,The Second Coming of Christ,27.151,4,not_popular,Action,1970
1970-01-01 00:00:00.000002018,The Second Coming of Christ,27.151,4,not_popular,Drama,1970
1970-01-01 00:00:00.000002021,A Choice of Weapons: Inspired by Gordon Parks,27.149,10,average,Documentary,1970
1970-01-01 00:00:00.000002021,Detetive Madeinusa,27.143,8,not_popular,Comedy,1970
1970-01-01 00:00:00.000001991,Sometimes They Come Back,27.134,162,not_popular,Horror,1970
1970-01-01 00:00:00.000001991,Sometimes They Come Back,27.134,162,not_popular,TV Movie,1970
1970-01-01 00:00:00.000001995,Hackers,27.131,944,below_avg,Action,1970
1970-01-01 00:00:00.000001995,Hackers,27.131,944,below_avg,Crime,1970
1970-01-01 00:00:00.000001995,Hackers,27.131,944,below_avg,Thriller,1970
1970-01-01 00:00:00.000001995,Hackers,27.131,944,below_avg,Drama,1970
1970-01-01 00:00:00.000002020,Dragons: Rescue Riders: Secrets of the Songwing,27.124,29,popular,Family,1970
1970-01-01 00:00:00.000002020,Dragons: Rescue Riders: Secrets of the Songwing,27.124,29,popular,Animation,1970
1970-01-01 00:00:00.000002006,Scooby-Doo! Pirates Ahoy!,27.122,202,popular,Fantasy,1970
1970-01-01 00:00:00.000002006,Scooby-Doo! Pirates Ahoy!,27.122,202,popular,Animation,1970
1970-01-01 00:00:00.000002006,Scooby-Doo! Pirates Ahoy!,27.122,202,popular,Comedy,1970
1970-01-01 00:00:00.000002006,Scooby-Doo! Pirates Ahoy!,27.122,202,popular,Family,1970
1970-01-01 00:00:00.000002006,Scooby-Doo! Pirates Ahoy!,27.122,202,popular,Mystery,1970
1970-01-01 00:00:00.000002006,Scooby-Doo! Pirates Ahoy!,27.122,202,popular,Adventure,1970
1970-01-01 00:00:00.000002017,Ajin: Demi-Human,27.12,75,popular,Action,1970
1970-01-01 00:00:00.000002017,Ajin: Demi-Human,27.12,75,popular,Horror,1970
1970-01-01 00:00:00.000002017,Ajin: Demi-Human,27.12,75,popular,Mystery,1970
1970-01-01 00:00:00.000002020,The War with Grandpa,27.116,676,below_avg,Comedy,1970
1970-01-01 00:00:00.000002020,The War with Grandpa,27.116,676,below_avg,Family,1970
1970-01-01 00:00:00.000001989,Lethal Weapon 2,27.11,2673,average,Action,1970
1970-01-01 00:00:00.000001989,Lethal Weapon 2,27.11,2673,average,Adventure,1970
1970-01-01 00:00:00.000001989,Lethal Weapon 2,27.11,2673,average,Comedy,1970
1970-01-01 00:00:00.000001989,Lethal Weapon 2,27.11,2673,average,Crime,1970
1970-01-01 00:00:00.000001989,Lethal Weapon 2,27.11,2673,average,Thriller,1970
1970-01-01 00:00:00.000002013,Young Mother,27.109,10,not_popular,Comedy,1970
1970-01-01 00:00:00.000002013,Young Mother,27.109,10,not_popular,Romance,1970
1970-01-01 00:00:00.000002018,Accident Man,27.105,323,below_avg,Action,1970
1970-01-01 00:00:00.000002018,Accident Man,27.105,323,below_avg,Crime,1970
1970-01-01 00:00:00.000002018,Accident Man,27.105,323,below_avg,Thriller,1970
1970-01-01 00:00:00.000002010,The Fighter,27.101,3521,popular,Drama,1970
1970-01-01 00:00:00.000002010,Unstoppable,27.083,2805,below_avg,Action,1970
1970-01-01 00:00:00.000002010,Unstoppable,27.083,2805,below_avg,Thriller,1970
1970-01-01 00:00:00.000002020,Stand by Me Doraemon 2,27.08,94,popular,Animation,1970
1970-01-01 00:00:00.000002020,Stand by Me Doraemon 2,27.08,94,popular,Family,1970
1970-01-01 00:00:00.000002020,Stand by Me Doraemon 2,27.08,94,popular,Science Fiction,1970
1970-01-01 00:00:00.000002000,One Piece: The Movie,27.072,212,average,Action,1970
1970-01-01 00:00:00.000002000,One Piece: The Movie,27.072,212,average,Animation,1970
1970-01-01 00:00:00.000002000,One Piece: The Movie,27.072,212,average,Adventure,1970
1970-01-01 00:00:00.000002000,One Piece: The Movie,27.072,212,average,Comedy,1970
1970-01-01 00:00:00.000002000,One Piece: The Movie,27.072,212,average,Fantasy,1970
1970-01-01 00:00:00.000002019,The Courier,27.07,422,below_avg,Crime,1970
1970-01-01 00:00:00.000002019,The Courier,27.07,422,below_avg,Action,1970
1970-01-01 00:00:00.000002019,The Courier,27.07,422,below_avg,Drama,1970
1970-01-01 00:00:00.000002019,The Courier,27.07,422,below_avg,Thriller,1970
1970-01-01 00:00:00.000002016,Pete's Dragon,27.067,1875,below_avg,Adventure,1970
1970-01-01 00:00:00.000002016,Pete's Dragon,27.067,1875,below_avg,Family,1970
1970-01-01 00:00:00.000002016,Pete's Dragon,27.067,1875,below_avg,Fantasy,1970
1970-01-01 00:00:00.000002016,Tini: The New Life of Violetta,27.063,323,popular,Comedy,1970
1970-01-01 00:00:00.000002016,Tini: The New Life of Violetta,27.063,323,popular,Drama,1970
1970-01-01 00:00:00.000002016,Tini: The New Life of Violetta,27.063,323,popular,Music,1970
1970-01-01 00:00:00.000002001,Recess: School's Out,27.049,263,below_avg,Science Fiction,1970
1970-01-01 00:00:00.000002001,Recess: School's Out,27.049,263,below_avg,Family,1970
1970-01-01 00:00:00.000002001,Recess: School's Out,27.049,263,below_avg,Comedy,1970
1970-01-01 00:00:00.000002001,Recess: School's Out,27.049,263,below_avg,Animation,1970
1970-01-01 00:00:00.000002007,Twitches Too,27.047,275,average,Drama,1970
1970-01-01 00:00:00.000002007,Twitches Too,27.047,275,average,Family,1970
1970-01-01 00:00:00.000002007,Twitches Too,27.047,275,average,Fantasy,1970
1970-01-01 00:00:00.000002007,Twitches Too,27.047,275,average,TV Movie,1970
1970-01-01 00:00:00.000002009,The Grudge 3,27.045,464,not_popular,Mystery,1970
1970-01-01 00:00:00.000002009,The Grudge 3,27.045,464,not_popular,Horror,1970
1970-01-01 00:00:00.000002009,The Grudge 3,27.045,464,not_popular,Thriller,1970
1970-01-01 00:00:00.000002017,Hotel Transylvania: Puppy!,27.027,137,below_avg,Family,1970
1970-01-01 00:00:00.000002017,Hotel Transylvania: Puppy!,27.027,137,below_avg,Fantasy,1970
1970-01-01 00:00:00.000002017,Hotel Transylvania: Puppy!,27.027,137,below_avg,Animation,1970
1970-01-01 00:00:00.000002017,Hotel Transylvania: Puppy!,27.027,137,below_avg,Comedy,1970
1970-01-01 00:00:00.000002017,Kill 'em All,27.021,72,not_popular,Action,1970
1970-01-01 00:00:00.000002017,Kill 'em All,27.021,72,not_popular,Crime,1970
1970-01-01 00:00:00.000002020,Escape from Pretoria,26.998,903,popular,Drama,1970
1970-01-01 00:00:00.000002020,Escape from Pretoria,26.998,903,popular,History,1970
1970-01-01 00:00:00.000002020,Escape from Pretoria,26.998,903,popular,Thriller,1970
1970-01-01 00:00:00.000002014,Tammy,26.996,1039,not_popular,Comedy,1970
1970-01-01 00:00:00.000001999,She's All That,26.99,1640,below_avg,Comedy,1970
1970-01-01 00:00:00.000001999,She's All That,26.99,1640,below_avg,Romance,1970
1970-01-01 00:00:00.000002005,Fullmetal Alchemist the Movie: Conqueror of Shamballa,26.971,254,popular,Action,1970
1970-01-01 00:00:00.000002005,Fullmetal Alchemist the Movie: Conqueror of Shamballa,26.971,254,popular,Adventure,1970
1970-01-01 00:00:00.000002005,Fullmetal Alchemist the Movie: Conqueror of Shamballa,26.971,254,popular,Animation,1970
1970-01-01 00:00:00.000002005,Fullmetal Alchemist the Movie: Conqueror of Shamballa,26.971,254,popular,Drama,1970
1970-01-01 00:00:00.000002015,The Visit,26.965,3768,below_avg,Horror,1970
1970-01-01 00:00:00.000002015,The Visit,26.965,3768,below_avg,Thriller,1970
1970-01-01 00:00:00.000002015,The Visit,26.965,3768,below_avg,Mystery,1970
1970-01-01 00:00:00.000002015,Barbie in Rock 'N Royals,26.956,225,average,Animation,1970
1970-01-01 00:00:00.000002015,Barbie in Rock 'N Royals,26.956,225,average,Music,1970
1970-01-01 00:00:00.000002015,Barbie in Rock 'N Royals,26.956,225,average,Family,1970
1970-01-01 00:00:00.000002017,The Circle,26.956,3815,not_popular,Drama,1970
1970-01-01 00:00:00.000002017,The Circle,26.956,3815,not_popular,Thriller,1970
1970-01-01 00:00:00.000002017,The Circle,26.956,3815,not_popular,Science Fiction,1970
1970-01-01 00:00:00.000001998,The Negotiator,26.954,1568,average,Action,1970
1970-01-01 00:00:00.000001998,The Negotiator,26.954,1568,average,Crime,1970
1970-01-01 00:00:00.000001998,The Negotiator,26.954,1568,average,Drama,1970
1970-01-01 00:00:00.000001998,The Negotiator,26.954,1568,average,Thriller,1970
1970-01-01 00:00:00.000002018,The Package,26.936,945,below_avg,Comedy,1970
1970-01-01 00:00:00.000001991,The Naked Gun 2½: The Smell of Fear,26.922,1634,average,Comedy,1970
1970-01-01 00:00:00.000001991,The Naked Gun 2½: The Smell of Fear,26.922,1634,average,Crime,1970
1970-01-01 00:00:00.000002007,Death Note Relight 1: Visions of a God,26.921,172,popular,TV Movie,1970
1970-01-01 00:00:00.000002007,Death Note Relight 1: Visions of a God,26.921,172,popular,Crime,1970
1970-01-01 00:00:00.000002007,Death Note Relight 1: Visions of a God,26.921,172,popular,Drama,1970
1970-01-01 00:00:00.000002007,Death Note Relight 1: Visions of a God,26.921,172,popular,Fantasy,1970
1970-01-01 00:00:00.000002007,Death Note Relight 1: Visions of a God,26.921,172,popular,Thriller,1970
1970-01-01 00:00:00.000002007,Death Note Relight 1: Visions of a God,26.921,172,popular,Animation,1970
1970-01-01 00:00:00.000002021,Petite maman,26.905,105,average,Drama,1970
1970-01-01 00:00:00.000002021,Petite maman,26.905,105,average,Fantasy,1970
1970-01-01 00:00:00.000002008,Barbie in 'A Christmas Carol',26.905,421,average,Animation,1970
1970-01-01 00:00:00.000002008,Barbie in 'A Christmas Carol',26.905,421,average,Family,1970
1970-01-01 00:00:00.000001999,"South Park: Bigger, Longer & Uncut",26.9,2094,popular,Animation,1970
1970-01-01 00:00:00.000001999,"South Park: Bigger, Longer & Uncut",26.9,2094,popular,Comedy,1970
1970-01-01 00:00:00.000002019,Polaroid,26.898,757,not_popular,Horror,1970
1970-01-01 00:00:00.000002019,Polaroid,26.898,757,not_popular,Thriller,1970
1970-01-01 00:00:00.000002019,Polaroid,26.898,757,not_popular,Mystery,1970
1970-01-01 00:00:00.000002021,Get the Goat,26.884,155,average,Action,1970
1970-01-01 00:00:00.000002021,Get the Goat,26.884,155,average,Comedy,1970
1970-01-01 00:00:00.000002021,Get the Goat,26.884,155,average,Crime,1970
1970-01-01 00:00:00.000002008,Punisher: War Zone,26.881,843,not_popular,Action,1970
1970-01-01 00:00:00.000002008,Punisher: War Zone,26.881,843,not_popular,Crime,1970
1970-01-01 00:00:00.000002001,Donnie Darko,26.876,10197,popular,Fantasy,1970
1970-01-01 00:00:00.000002001,Donnie Darko,26.876,10197,popular,Drama,1970
1970-01-01 00:00:00.000002001,Donnie Darko,26.876,10197,popular,Mystery,1970
1970-01-01 00:00:00.000002008,Batman: Gotham Knight,26.873,477,average,Science Fiction,1970
1970-01-01 00:00:00.000002008,Batman: Gotham Knight,26.873,477,average,Animation,1970
1970-01-01 00:00:00.000002008,Batman: Gotham Knight,26.873,477,average,Action,1970
1970-01-01 00:00:00.000002008,Batman: Gotham Knight,26.873,477,average,Adventure,1970
1970-01-01 00:00:00.000001985,A View to a Kill,26.873,1441,below_avg,Adventure,1970
1970-01-01 00:00:00.000001985,A View to a Kill,26.873,1441,below_avg,Action,1970
1970-01-01 00:00:00.000001985,A View to a Kill,26.873,1441,below_avg,Thriller,1970
1970-01-01 00:00:00.000002020,Lamp Life,26.872,223,popular,Animation,1970
1970-01-01 00:00:00.000002020,Lamp Life,26.872,223,popular,Comedy,1970
1970-01-01 00:00:00.000002020,Lamp Life,26.872,223,popular,Family,1970
1970-01-01 00:00:00.000002021,The Father,26.869,1939,popular,Drama,1970
1970-01-01 00:00:00.000002015,Pan,26.863,2366,below_avg,Fantasy,1970
1970-01-01 00:00:00.000002015,Pan,26.863,2366,below_avg,Adventure,1970
1970-01-01 00:00:00.000002015,Pan,26.863,2366,below_avg,Family,1970
1970-01-01 00:00:00.000002015,Area 51,26.862,462,not_popular,Horror,1970
1970-01-01 00:00:00.000002015,Area 51,26.862,462,not_popular,Thriller,1970
1970-01-01 00:00:00.000002015,Area 51,26.862,462,not_popular,Science Fiction,1970
1970-01-01 00:00:00.000002015,Area 51,26.862,462,not_popular,Mystery,1970
1970-01-01 00:00:00.000002020,Another Round,26.86,1791,popular,Comedy,1970
1970-01-01 00:00:00.000002020,Another Round,26.86,1791,popular,Drama,1970
1970-01-01 00:00:00.000001997,Event Horizon,26.838,2041,below_avg,Horror,1970
1970-01-01 00:00:00.000001997,Event Horizon,26.838,2041,below_avg,Science Fiction,1970
1970-01-01 00:00:00.000001997,Event Horizon,26.838,2041,below_avg,Mystery,1970
1970-01-01 00:00:00.000002007,War,26.833,1267,below_avg,Action,1970
1970-01-01 00:00:00.000002007,War,26.833,1267,below_avg,Thriller,1970
1970-01-01 00:00:00.000002018,A Woman With No Filter,26.832,121,popular,Comedy,1970
1970-01-01 00:00:00.000002014,That Awkward Moment,26.832,2320,below_avg,Comedy,1970
1970-01-01 00:00:00.000002014,That Awkward Moment,26.832,2320,below_avg,Romance,1970
1970-01-01 00:00:00.000001999,Scooby-Doo! and the Witch's Ghost,26.83,310,popular,Animation,1970
1970-01-01 00:00:00.000001999,Scooby-Doo! and the Witch's Ghost,26.83,310,popular,Comedy,1970
1970-01-01 00:00:00.000001999,Scooby-Doo! and the Witch's Ghost,26.83,310,popular,Mystery,1970
1970-01-01 00:00:00.000001999,Scooby-Doo! and the Witch's Ghost,26.83,310,popular,Family,1970
1970-01-01 00:00:00.000001999,Scooby-Doo! and the Witch's Ghost,26.83,310,popular,Fantasy,1970
1970-01-01 00:00:00.000002003,"Legally Blonde 2: Red, White & Blonde",26.829,1200,not_popular,Comedy,1970
1970-01-01 00:00:00.000001995,Apollo 13,26.814,4401,popular,Drama,1970
1970-01-01 00:00:00.000001995,Apollo 13,26.814,4401,popular,History,1970
1970-01-01 00:00:00.000001995,Apollo 13,26.814,4401,popular,Adventure,1970
1970-01-01 00:00:00.000002009,Avatar: Scene Deconstruction,26.81,2,popular,Documentary,1970
1970-01-01 00:00:00.000001999,American Beauty,26.808,10049,popular,Drama,1970
1970-01-01 00:00:00.000002019,Triple Frontier,26.805,2490,below_avg,Action,1970
1970-01-01 00:00:00.000002019,Triple Frontier,26.805,2490,below_avg,Thriller,1970
1970-01-01 00:00:00.000002019,Triple Frontier,26.805,2490,below_avg,Crime,1970
1970-01-01 00:00:00.000002019,Triple Frontier,26.805,2490,below_avg,Adventure,1970
1970-01-01 00:00:00.000002015,Detective Conan: Sunflowers of Inferno,26.802,73,below_avg,Crime,1970
1970-01-01 00:00:00.000002015,Detective Conan: Sunflowers of Inferno,26.802,73,below_avg,Animation,1970
1970-01-01 00:00:00.000002015,Detective Conan: Sunflowers of Inferno,26.802,73,below_avg,Adventure,1970
1970-01-01 00:00:00.000002015,Detective Conan: Sunflowers of Inferno,26.802,73,below_avg,Mystery,1970
1970-01-01 00:00:00.000002016,Hacker,26.801,231,below_avg,Crime,1970
1970-01-01 00:00:00.000002016,Hacker,26.801,231,below_avg,Drama,1970
1970-01-01 00:00:00.000002016,Hacker,26.801,231,below_avg,Thriller,1970
1970-01-01 00:00:00.000001959,Rio Bravo,26.799,827,popular,Western,1970
1970-01-01 00:00:00.000001997,Air Force One,26.796,2278,below_avg,Action,1970
1970-01-01 00:00:00.000001997,Air Force One,26.796,2278,below_avg,Thriller,1970
1970-01-01 00:00:00.000002015,Scooby-Doo! and Kiss: Rock and Roll Mystery,26.783,214,popular,Family,1970
1970-01-01 00:00:00.000002015,Scooby-Doo! and Kiss: Rock and Roll Mystery,26.783,214,popular,Animation,1970
1970-01-01 00:00:00.000002015,Scooby-Doo! and Kiss: Rock and Roll Mystery,26.783,214,popular,Comedy,1970
